tapology_fighter_id,tapology_url,name,nickname,dob_raw,dob,birth_place,country,fighting_out_of,affiliation_gym,height_in,reach_in,stance,foundation_style,profile_image_url,fetched_at,source_url,source_file
15330-bruno-carvalho,https://www.tapology.com/fightcenter/fighters/15330-bruno-carvalho,Bruno Carvalho,,1982-Jun 07,1982-06-07,"Minas Gerais, Brazil",BR,"Curitiba, Parana, Brazil",Nova União,68,69.0,,,https://images.tapology.com/letterbox_images/15330/default/brunocarvalho1.jpg?1383016392,2025-12-27T07:15:02.047661,https://www.tapology.com/fightcenter/fighters/15330-bruno-carvalho,15330-bruno-carvalho-ef1d640e1c3c.json
153353-bryan-battle,https://www.tapology.com/fightcenter/fighters/153353-bryan-battle,Bryan Battle,The Butcher,1994-Sep 21,1994-09-21,"Springfield, Missouri, USA",US,"Charlotte, North Carolina, USA",Hayastan MMA Charlotte,73,77.0,,,https://images.tapology.com/letterbox_images/153353/default/gettyimages-2174378587-2048x2048.jpeg?1729688639,2025-12-27T06:18:57.490513,https://www.tapology.com/fightcenter/fighters/153353-bryan-battle,153353-bryan-battle-47acba0c2164.json
153363-pampos-grigoriou,https://www.tapology.com/fightcenter/fighters/153363-pampos-grigoriou,Charalampos Grigoriou,The Ferocious,1992-Mar 31,1992-03-31,"Paphos, Cyprus",CY,"Long Island, New York",Longo's MMA,67,67.5,,,https://images.tapology.com/letterbox_images/153363/default/Charalampos_Grigoriou.jpg?1560092058,2025-12-27T18:18:46.448562,https://www.tapology.com/fightcenter/fighters/153363-pampos-grigoriou,153363-pampos-grigoriou-7709b18d52e6.json
15341-papy-abedi-makambo,https://www.tapology.com/fightcenter/fighters/15341-papy-abedi-makambo,Papy Abedi,Makambo,1978-Jun 30,1978-06-30,"Kinshasa, Democratic Republic of Congo",CD,"Stockholm, Sweden",Hilti NHB,71,74.0,,,https://images.tapology.com/letterbox_images/15341/default/ufc138_alvesabedi_012.jpg?1325544413,2025-12-27T05:27:40.989662,https://www.tapology.com/fightcenter/fighters/15341-papy-abedi-makambo,15341-papy-abedi-makambo-e5c272f43492.json
15366-ben-nguyen,https://www.tapology.com/fightcenter/fighters/15366-ben-nguyen,Ben Nguyen,10,1988-Aug 03,1988-08-03,"Sioux Falls, South Dakota, United States",US,"Brisbane, Australia",Tiger Muay Thai,65,65.0,,,https://images.tapology.com/letterbox_images/15366/default/Ben-Nguyen.jpg?1517245846,2025-12-27T22:15:08.278072,https://www.tapology.com/fightcenter/fighters/15366-ben-nguyen,15366-ben-nguyen-d7a10a789b3e.json
153754-kang-jie-zhu,https://www.tapology.com/fightcenter/fighters/153754-kang-jie-zhu,Kangjie Zhu,The Hypnotist / One Punch Man,1996-Jan 15,1996-01-15,"Hefei, Anhui, China",CN,"Jiangsu, China",Haosheng Fight Gym,66,70.0,,Kickboxing,https://images.tapology.com/letterbox_images/153754/default/Untitled4.jpg?1595669293,2025-12-29T00:43:45.056610,https://www.tapology.com/fightcenter/fighters/153754-kang-jie-zhu,153754-kang-jie-zhu-a2637f8fd85a.json
15398-luiz-henrique-kbeltnho,https://www.tapology.com/fightcenter/fighters/15398-luiz-henrique-kbeltnho,Luis Henrique Barbosa,KLB,1993-Aug 21,1993-08-21,"Rio de Janeiro, Rio de Janeiro, Brazil",BR,"Rio de Janeiro, Rio de Janeiro, Brazil",Tata Fight Team,73,74.0,,,https://images.tapology.com/letterbox_images/15398/default/Luis-Henrique.png?1460920835,2025-12-28T22:50:50.275593,https://www.tapology.com/fightcenter/fighters/15398-luiz-henrique-kbeltnho,15398-luiz-henrique-kbeltnho-a830ae23868a.json
15454-mark-striegl-mugen,https://www.tapology.com/fightcenter/fighters/15454-mark-striegl-mugen,Mark Striegl,Mugen,1988-Jun 23,1988-06-23,"Tokyo, Japan",PH,"Baguio, Philippines",Round 1 MMA BJJ,68,70.0,,,https://images.tapology.com/letterbox_images/15454/default/Mark-Striegl.jpg?1602962923,2025-12-28T10:05:04.087747,https://www.tapology.com/fightcenter/fighters/15454-mark-striegl-mugen,15454-mark-striegl-mugen-41439781dccb.json
154689-marcos-conrado-jr,https://www.tapology.com/fightcenter/fighters/154689-marcos-conrado-jr,Marcos Conrado Jr.,,1982-Mar 14,1982-03-14,Brazil,BR,"Goiania, Goias, Brazil",Brazilian Brothers MMA,74,74.5,,,https://images.tapology.com/letterbox_images/154689/default/conradojj_67799244_121463809171851_1481771372366609776_n.jpg?1614454228,2025-12-27T08:16:17.408748,https://www.tapology.com/fightcenter/fighters/154689-marcos-conrado-jr,154689-marcos-conrado-jr-a87f72c486e6.json
155093-michal-martnek,https://www.tapology.com/fightcenter/fighters/155093-michal-martnek,Michal Martínek,Blackbeard,1990-Apr 19,1990-04-19,Czech Republic,CZ,"Prague, Czech Republic",Reinders MMA,74,79.9,,,https://images.tapology.com/letterbox_images/155093/default/martinek1.jpg?1725895741,2025-12-27T21:02:45.056320,https://www.tapology.com/fightcenter/fighters/155093-michal-martnek,155093-michal-martnek-7108d7ffaf74.json
15517-danny-roberts,https://www.tapology.com/fightcenter/fighters/15517-danny-roberts,Danny Roberts,Hot Chocolate,1987-Jul 14,1987-07-14,"London, England",GB,"Bristol, England",Blackzilians Performance Institute,73,74.0,,,https://images.tapology.com/letterbox_images/15517/default/danny-roberts.jpg?1651974184,2025-12-28T01:17:16.834689,https://www.tapology.com/fightcenter/fighters/15517-danny-roberts,15517-danny-roberts-d5d2b1487358.json
155239-tafon-nchukwi-cameroon-express,https://www.tapology.com/fightcenter/fighters/155239-tafon-nchukwi-cameroon-express,Tafon Nchukwi,Da Don,1994-Oct 14,1994-10-14,"Bamenda, Cameroon",CM,"Hyattsville, Maryland, United States",Team Lloyd Irvin,72,77.0,,,https://images.tapology.com/letterbox_images/155239/default/53596209_2659945964032394_3342412144669884416_o.jpg?1574653765,2025-12-27T22:13:26.019419,https://www.tapology.com/fightcenter/fighters/155239-tafon-nchukwi-cameroon-express,155239-tafon-nchukwi-cameroon-express-7465c7f39247.json
155441-jos-daniel-medina-rivero-chicho-medina,https://www.tapology.com/fightcenter/fighters/155441-jos-daniel-medina-rivero-chicho-medina,José Medina,Chicho,1991-May 17,1991-05-17,"Santa Cruz, Bolivia",BO,"Florida, United States",Kill Cliff FC,72,74.5,,,https://images.tapology.com/letterbox_images/155441/default/1E88DD76-AEFC-4937-90B3-9EDC844B79A2.jpeg?1613326676,2025-12-27T09:14:19.487003,https://www.tapology.com/fightcenter/fighters/155441-jos-daniel-medina-rivero-chicho-medina,155441-jos-daniel-medina-rivero-chicho-medina-d5f65d6ef708.json
15591-sara-mcmann,https://www.tapology.com/fightcenter/fighters/15591-sara-mcmann,Sara McMann,,1980-Sep 24,1980-09-24,"Takoma Park, Maryland, United States",US,"Gaffney, South Carolina",Revolution Mixed Martial Arts,66,66.0,,,https://images.tapology.com/letterbox_images/15591/default/Sara-McMann.jpg?1393172560,2025-12-27T21:11:16.015415,https://www.tapology.com/fightcenter/fighters/15591-sara-mcmann,15591-sara-mcmann-c36204901caa.json
155924-darion-abbey,https://www.tapology.com/fightcenter/fighters/155924-darion-abbey,Darion Abbey,,1993-Feb 25,1993-02-25,"Fort Madison, Iowa, United States",US,"Deerfield Beach, Florida, United States",Kill Cliff FC,74,81.0,,,https://images.tapology.com/letterbox_images/155924/default/darion1.jpg?1743925342,2025-12-27T05:00:51.174353,https://www.tapology.com/fightcenter/fighters/155924-darion-abbey,155924-darion-abbey-90b95522a52d.json
15593-yoislandy-izquierdo-cuba,https://www.tapology.com/fightcenter/fighters/15593-yoislandy-izquierdo-cuba,Yoislandy Izquierdo,Cuba,1984-Jan 09,1984-01-09,"Havana, Cuba",CU,"Charlotte, North Carolina",Gym-O,71,72.5,,MMA,https://images.tapology.com/letterbox_images/15593/default/Yoislandy_Izquierdo.jpg?1530205492,2025-12-27T19:28:16.404170,https://www.tapology.com/fightcenter/fighters/15593-yoislandy-izquierdo-cuba,15593-yoislandy-izquierdo-cuba-751c92c4f979.json
15598-christina-marks,https://www.tapology.com/fightcenter/fighters/15598-christina-marks,Christina Marks,,1985-Nov 09,1985-11-09,United States,US,"San Diego, California",Fight Ugly,67,69.0,,,https://images.tapology.com/letterbox_images/15598/default/Christina-Marks.png?1521947306,2025-12-27T21:00:37.534324,https://www.tapology.com/fightcenter/fighters/15598-christina-marks,15598-christina-marks-fbb2cb280db0.json
15603-naho-sugiyama-sugi-rock,https://www.tapology.com/fightcenter/fighters/15603-naho-sugiyama-sugi-rock,Naho Sugiyama,Sugi Rock,1978-Feb 03,1978-02-03,"Kyoto, Japan",JP,"Tokyo, Japan",Wajutsu Keishukai AKZA,61,,,,https://images.tapology.com/letterbox_images/15603/default/d64194c2b26518a1b084e9bfa8b8ef6b.jpg?1413734833,2025-12-28T10:05:56.751015,https://www.tapology.com/fightcenter/fighters/15603-naho-sugiyama-sugi-rock,15603-naho-sugiyama-sugi-rock-f2c17bd7eb17.json
156192-mariya-agapova,https://www.tapology.com/fightcenter/fighters/156192-mariya-agapova,Mariya Agapova,Money Mashka,1997-Apr 07,1997-04-07,"Pavlodar, Kazakhstan",KZ,"Coconut Creek, Florida, United States",,66,68.5,,,https://images.tapology.com/letterbox_images/156192/default/d1toxolhsrq2.jpg?1532330532,2025-12-27T05:38:57.634461,https://www.tapology.com/fightcenter/fighters/156192-mariya-agapova,156192-mariya-agapova-211cacb774fb.json
15639-ben-lagman-bad-news,https://www.tapology.com/fightcenter/fighters/15639-ben-lagman-bad-news,Ben Lagman,Bad News,1986-Sep 04,1986-09-04,"Detroit, Michigan",US,"Macomb Township, Michigan",Mash Fight Team,74,77.0,,,https://images.tapology.com/letterbox_images/15639/default/Ben-Lagman.jpg?1310225481,2025-12-27T20:19:07.312670,https://www.tapology.com/fightcenter/fighters/15639-ben-lagman-bad-news,15639-ben-lagman-bad-news-d931fbb2ee81.json
15643-landan-vanata,https://www.tapology.com/fightcenter/fighters/15643-landan-vanata,Lando Vannata,Groovy,1992-Mar 14,1992-03-14,"Neptune, New Jersey",US,"Albuquerque, New Mexico",Jackson's MMA Acoma,69,71.0,,,https://images.tapology.com/letterbox_images/15643/default/Landon_Vannata.jpg?1467144347,2025-12-29T00:45:02.323147,https://www.tapology.com/fightcenter/fighters/15643-landan-vanata,15643-landan-vanata-d1caa2d0e97e.json
15647-emily-kagen,https://www.tapology.com/fightcenter/fighters/15647-emily-kagen,Emily Kagan,,1981-Jul 14,1981-07-14,"Bangor, Maine",US,"Albuquerque, New Mexico",,63,65.5,,,https://images.tapology.com/letterbox_images/15647/default/Emily-Kagan.jpg?1418858668,2025-12-27T20:06:28.782948,https://www.tapology.com/fightcenter/fighters/15647-emily-kagen,15647-emily-kagen-237ca5285c35.json
156538-mohammed-usman,https://www.tapology.com/fightcenter/fighters/156538-mohammed-usman,Mohammed Usman,The Motor,1989-Apr 01,1989-04-01,"Auchi, Nigeria",NG,"Arlington, Texas, United States",Fortis MMA,74,79.0,,Wrestling,https://images.tapology.com/letterbox_images/156538/default/Untitled2.jpg?1495103237,2025-12-28T11:26:54.403593,https://www.tapology.com/fightcenter/fighters/156538-mohammed-usman,156538-mohammed-usman-af78c6cdffa6.json
156566-bea-malecki,https://www.tapology.com/fightcenter/fighters/156566-bea-malecki,Bea Malecki,Bad News Barbie,1991-Aug 23,1991-08-23,Sweden,SE,"Stockholm, Sweden",Fortis MMA,69,74.0,,,https://images.tapology.com/letterbox_images/156566/default/Bea-Malecki.jpg?1629572929,2025-12-27T20:53:52.730744,https://www.tapology.com/fightcenter/fighters/156566-bea-malecki,156566-bea-malecki-d79716757804.json
156784-daniel-olvera-zellhuber-zellhuber,https://www.tapology.com/fightcenter/fighters/156784-daniel-olvera-zellhuber-zellhuber,Daniel Zellhuber,Golden Boy,1999-Jul 07,1999-07-07,Mexico,MX,"State of Mexico, Mexico",Xtreme Couture,73,77.0,,Muay Thai / Jiu-Jitsu,https://images.tapology.com/letterbox_images/156784/default/danielz3.jpg?1741948316,2025-12-28T12:37:26.546240,https://www.tapology.com/fightcenter/fighters/156784-daniel-olvera-zellhuber-zellhuber,156784-daniel-olvera-zellhuber-zellhuber-2167dfa44608.json
15688-mike-rio,https://www.tapology.com/fightcenter/fighters/15688-mike-rio,Mike Rio,The Wolverine,1981-Jul 06,1981-07-06,"Miami, Florida, United States",US,"Miami, Florida",Zen Jiu-Jitsu,69,70.0,,Wrestling,https://images.tapology.com/letterbox_images/15688/default/Mike-Rio.jpeg?1310436678,2025-12-28T01:15:17.177350,https://www.tapology.com/fightcenter/fighters/15688-mike-rio,15688-mike-rio-8a475e6b64da.json
156971-takeru-uchida,https://www.tapology.com/fightcenter/fighters/156971-takeru-uchida,Takeru Uchida,,2002-Sep 30,2002-09-30,"Chiba, Japan",JP,"Chiba, Japan",THE BLACKBELT JAPAN Matsudo,65,68.0,,,https://images.tapology.com/letterbox_images/156971/default/Untitleds.jpg?1549378526,2025-12-28T11:25:35.317409,https://www.tapology.com/fightcenter/fighters/156971-takeru-uchida,156971-takeru-uchida-9ac301987a4a.json
157021-juan-andres-luna,https://www.tapology.com/fightcenter/fighters/157021-juan-andres-luna,Andres Luna Martinetti,,1995-Aug 20,1995-08-20,Ecuador,EC,"Guayaquil, Ecuador",Entram Gym,67,72.0,,,https://images.tapology.com/letterbox_images/157021/default/luna6.jpg?1742038785,2025-12-27T20:36:11.844847,https://www.tapology.com/fightcenter/fighters/157021-juan-andres-luna,157021-juan-andres-luna-7af92abf6539.json
15705-bill-cooper-the-grill,https://www.tapology.com/fightcenter/fighters/15705-bill-cooper-the-grill,Bill Cooper,The Grill,1987-May 05,1987-05-05,"Santa Barbara, California, United States",US,"Agoura Hills, California",Paragon Brazilian Jiu Jitsu,71,,,,https://images.tapology.com/letterbox_images/15705/default/Bill-Cooper.jpg?1310427724,2025-12-27T08:16:51.541013,https://www.tapology.com/fightcenter/fighters/15705-bill-cooper-the-grill,15705-bill-cooper-the-grill-6432030d4dbb.json
15706-maka-watson,https://www.tapology.com/fightcenter/fighters/15706-maka-watson,Maka Watson,,1984-Sep 22,1984-09-22,"Kauai, Hawaii, United States",US,"Las Vegas, Nevada",Wand Fight Team,69,69.0,,,https://images.tapology.com/letterbox_images/15706/default/Maka-Watson.jpg?1310428121,2025-12-28T12:23:03.977490,https://www.tapology.com/fightcenter/fighters/15706-maka-watson,15706-maka-watson-b0828f2ddc7e.json
15720-renee-forte,https://www.tapology.com/fightcenter/fighters/15720-renee-forte,Renee Forte,,1987-Mar 27,1987-03-27,"Fortaleza, Ceara, Brazil",BR,"Fortaleza, Ceara, Brazil",,68,71.0,,,https://images.tapology.com/letterbox_images/15720/default/Renee-Forte.jpeg?1394738233,2025-12-27T15:23:21.692343,https://www.tapology.com/fightcenter/fighters/15720-renee-forte,15720-renee-forte-11dd39f23639.json
157493-balajin,https://www.tapology.com/fightcenter/fighters/157493-balajin,Balajin,The Snow Leopard,1992-Mar 31,1992-03-31,China,CN,"Phuket, Thailand",Sunkin Fight,69,69.3,,Wrestling,https://images.tapology.com/letterbox_images/157493/default/Balajin.png?1603910237,2025-12-27T06:14:55.205381,https://www.tapology.com/fightcenter/fighters/157493-balajin,157493-balajin-fc70bbf8ff95.json
15770-chris-saunders-the-so-cal-kids,https://www.tapology.com/fightcenter/fighters/15770-chris-saunders-the-so-cal-kids,Chris Saunders,The So Cal Kid,1986-Mar 11,1986-03-11,United States,US,"Long Beach, California",All in MMA,68,69.0,,,https://images.tapology.com/letterbox_images/15770/default/Saunders-Chris-TUF15-1.jpg?1338600311,2025-12-28T03:15:43.360999,https://www.tapology.com/fightcenter/fighters/15770-chris-saunders-the-so-cal-kids,15770-chris-saunders-the-so-cal-kids-ec6c1860474d.json
157789-joo-sang-yoo,https://www.tapology.com/fightcenter/fighters/157789-joo-sang-yoo,Joo Sang Yoo,Zombie Jr.,1994-Jan 21,1994-01-21,South Korea,KR,South Korea,Tiger Gym,67,71.0,,,https://images.tapology.com/letterbox_images/157789/default/Untitled13.jpg?1673876894,2025-12-28T12:33:48.189313,https://www.tapology.com/fightcenter/fighters/157789-joo-sang-yoo,157789-joo-sang-yoo-7770a7253f5b.json
15782-jeremiah-wells,https://www.tapology.com/fightcenter/fighters/15782-jeremiah-wells,Jeremiah Wells,,1986-Oct 30,1986-10-30,United States,US,"Philadelphia, Pennsylvania",Renzo Gracie Philly,69,74.0,,,https://images.tapology.com/letterbox_images/15782/default/22710833_282811725541609_4955539304848818176_n.jpg?1533572470,2025-12-28T12:24:01.006254,https://www.tapology.com/fightcenter/fighters/15782-jeremiah-wells,15782-jeremiah-wells-40c7657c8644.json
157978-angga,https://www.tapology.com/fightcenter/fighters/157978-angga,Angga,The Hitman,1989-Jan 13,1989-01-13,Indonesia,ID,Indonesia,Synergy MMA Academy Bali,67,68.0,,,https://images.tapology.com/letterbox_images/157978/default/inaction2018_angga_han-300x300.jpg?1542629453,2025-12-27T06:01:44.879163,https://www.tapology.com/fightcenter/fighters/157978-angga,157978-angga-7137f5dd7ef9.json
158172-vitor-petrino,https://www.tapology.com/fightcenter/fighters/158172-vitor-petrino,Vitor Petrino,Icão,1997-Aug 28,1997-08-28,"Minas Gerais, Brazil",BR,"Santa Luzia, Minas Gerais, Brazil",CM System,74,77.5,,,https://images.tapology.com/letterbox_images/158172/default/PETRINO_VITOR_L_07-08.png?1689161917,2025-12-27T22:40:05.119295,https://www.tapology.com/fightcenter/fighters/158172-vitor-petrino,158172-vitor-petrino-098761e3caa9.json
15841-sean-oconnell,https://www.tapology.com/fightcenter/fighters/15841-sean-oconnell,Sean O'Connell,The Real OC,1983-Sep 02,1983-09-02,United States,US,"Salt Lake City, Utah",Jeremy Horn's Elite Performance,73,74.0,,,https://images.tapology.com/letterbox_images/15841/default/Sean-O'Connell.jpeg?1328048973,2025-12-27T22:21:48.267460,https://www.tapology.com/fightcenter/fighters/15841-sean-oconnell,15841-sean-oconnell-130b8b53874f.json
158431-anthony-drilich,https://www.tapology.com/fightcenter/fighters/158431-anthony-drilich,Anthony Drilich,,1994-Mar 17,1994-03-17,"Logan, Brisbane, Australia",AU,"Perth, Australia",DCA MMA,65,65.0,,,https://images.tapology.com/letterbox_images/158431/default/drilich1.jpg?1718636626,2025-12-27T11:34:27.681684,https://www.tapology.com/fightcenter/fighters/158431-anthony-drilich,158431-anthony-drilich-cdae3bf17c12.json
158527-bolaji-oki,https://www.tapology.com/fightcenter/fighters/158527-bolaji-oki,Bolaji Oki,The Zulu Warrior,1995-Nov 15,1995-11-15,Belgium,BE,Belgium,Valon Team,70,73.0,,,https://images.tapology.com/letterbox_images/158527/default/Untitleds.jpg?1547215024,2025-12-27T22:24:22.636974,https://www.tapology.com/fightcenter/fighters/158527-bolaji-oki,158527-bolaji-oki-2fb37bd2be61.json
158561-juan-francisco-espino-trota,https://www.tapology.com/fightcenter/fighters/158561-juan-francisco-espino-trota,Juan Espino,El Guapo,1980-Oct 09,1980-10-09,Spain,ES,"Las Palmas, Canary Islands",,75,80.0,,,https://images.tapology.com/letterbox_images/158561/default/IMG_20210217_073716.jpg?1613547542,2025-12-27T12:29:32.990918,https://www.tapology.com/fightcenter/fighters/158561-juan-francisco-espino-trota,158561-juan-francisco-espino-trota-db08a8af9d85.json
158649-brady-hiestand,https://www.tapology.com/fightcenter/fighters/158649-brady-hiestand,Brady Hiestand,Bam Bam,1999-Apr 30,1999-04-30,"Spokane Valley, Washington, United States",US,"Spokane Valley, Washington, United States",Sikjitsu,68,71.0,,,https://images.tapology.com/letterbox_images/158649/default/Screenshot.png?1725225535,2025-12-27T19:18:56.388887,https://www.tapology.com/fightcenter/fighters/158649-brady-hiestand,158649-brady-hiestand-d632a9308cbd.json
15880-john-lineker,https://www.tapology.com/fightcenter/fighters/15880-john-lineker,John Lineker,Hands of Stone,1990-Jun 12,1990-06-12,"Paranagua, Parana, Brazil",BR,"Paranagua, Parana, Brazil",OCSJJ,63,66.0,,,https://images.tapology.com/letterbox_images/15880/default/John-Lineker.jpg?1422736776,2025-12-27T20:31:18.158306,https://www.tapology.com/fightcenter/fighters/15880-john-lineker,15880-john-lineker-1adee908fa5c.json
158867-rui-imura,https://www.tapology.com/fightcenter/fighters/158867-rui-imura,Rui Imura,,1999-Mar 24,1999-03-24,"Tokyo, Japan",JP,"Tokyo, Japan",NEXUSENSE,69,69.0,,,https://images.tapology.com/letterbox_images/158867/default/Untitledda.jpg?1601137625,2025-12-27T19:26:23.262192,https://www.tapology.com/fightcenter/fighters/158867-rui-imura,158867-rui-imura-d8795a7fe213.json
158874-gadzhi-omargadzhiev,https://www.tapology.com/fightcenter/fighters/158874-gadzhi-omargadzhiev,Gadzhi Omargadzhiev,UMAR,1993-Feb 24,1993-02-24,"Батлух, Дагестан",TR,Махачкала,Golden Team,73,71.5,,,https://images.tapology.com/letterbox_images/158874/default/Untitled1.jpg?1550967265,2025-12-27T22:26:31.954833,https://www.tapology.com/fightcenter/fighters/158874-gadzhi-omargadzhiev,158874-gadzhi-omargadzhiev-b730adc3533b.json
158947-chase-hooper,https://www.tapology.com/fightcenter/fighters/158947-chase-hooper,Chase Hooper,The Dream,1999-Sep 13,1999-09-13,"Enumclaw, Washington, United States",US,"Enumclaw, Washington, United States",Combat Sport & Fitness,73,74.0,,,https://images.tapology.com/letterbox_images/158947/default/Screenshot.png?1738104715,2025-12-27T19:22:00.030656,https://www.tapology.com/fightcenter/fighters/158947-chase-hooper,158947-chase-hooper-f1ee75bac1cc.json
159250-joseph-holmes,https://www.tapology.com/fightcenter/fighters/159250-joseph-holmes,Joseph Holmes,Ugly Man,1995-Jul 04,1995-07-04,United States,US,Texas,WAR Training Center,76,80.0,,,https://images.tapology.com/letterbox_images/159250/default/Joseph_Holmes.jpg?1553223254,2025-12-27T19:21:03.099010,https://www.tapology.com/fightcenter/fighters/159250-joseph-holmes,159250-joseph-holmes-7a56f9f79a1f.json
159448-lun-qiu,https://www.tapology.com/fightcenter/fighters/159448-lun-qiu,Qiujilunzhou,Tibetan Knight,1997-Jul 08,1997-07-08,"Aba, Sichuan, China",CN,"Shanghai, China",Enbo Fight Club,68,66.0,,,https://images.tapology.com/letterbox_images/159448/default/IMG_0429.jpg?1650544986,2025-12-27T23:19:49.064901,https://www.tapology.com/fightcenter/fighters/159448-lun-qiu,159448-lun-qiu-39204d3ea034.json
159518-niushiyue-ji,https://www.tapology.com/fightcenter/fighters/159518-niushiyue-ji,Jiniushiyue,Little King Kong,2000-Dec 09,2000-12-09,"Sichuan, China",CN,"Shanghai, China",Enbo Fight Club,66,68.5,,,https://images.tapology.com/letterbox_images/159518/default/Jiniushiyue.png?1698817509,2025-12-28T22:52:48.973916,https://www.tapology.com/fightcenter/fighters/159518-niushiyue-ji,159518-niushiyue-ji-1b6d2f771f23.json
15958-jason-allgire,https://www.tapology.com/fightcenter/fighters/15958-jason-allgire,Jason  Allgire,,1974-Oct 23,1974-10-23,United States,US,Utah,,70,,,,https://images.tapology.com/letterbox_images/15958/default/Jason-Allgire.jpeg?1328304917,2025-12-28T00:19:11.163064,https://www.tapology.com/fightcenter/fighters/15958-jason-allgire,15958-jason-allgire-3ec0d43ff0c2.json
159865-gabriel-santos-mosquitinho,https://www.tapology.com/fightcenter/fighters/159865-gabriel-santos-mosquitinho,Gabriel Santos,Mosquitinho,1996-Nov 28,1996-11-28,"Beberibe, Ceara, Brazil",BR,"Curitiba, Parana, Brazil",Chute Boxe Diego Lima,69,70.0,,,https://images.tapology.com/letterbox_images/159865/default/gabrielsantos1.jpeg?1756733581,2025-12-28T03:13:06.226198,https://www.tapology.com/fightcenter/fighters/159865-gabriel-santos-mosquitinho,159865-gabriel-santos-mosquitinho-e7e148863bb3.json
159868-maria-silva-viva-negra,https://www.tapology.com/fightcenter/fighters/159868-maria-silva-viva-negra,Maria Silva,Viúva Negra,1995-Dec 19,1995-12-19,Brazil,BR,"Fortaleza, Ceara, Brazil",Dragon Kombat,64,65.4,,,https://images.tapology.com/letterbox_images/159868/default/29416950_940544456108365_8281143893869723648_n.jpg?1542715436,2025-12-28T06:04:15.579549,https://www.tapology.com/fightcenter/fighters/159868-maria-silva-viva-negra,159868-maria-silva-viva-negra-ed38b3907748.json
15998-roy-jones-the-wolf,https://www.tapology.com/fightcenter/fighters/15998-roy-jones-the-wolf,Roy Jones,The Wolf,1983-Oct 26,1983-10-26,United States,US,"Boca Raton, Florida",Imperial Athletics,76,81.5,,,https://images.tapology.com/letterbox_images/15998/default/Roy-Jones.png?1311127696,2025-12-27T20:03:42.257376,https://www.tapology.com/fightcenter/fighters/15998-roy-jones-the-wolf,15998-roy-jones-the-wolf-45d861fbe796.json
160169-rama-supandhi,https://www.tapology.com/fightcenter/fighters/160169-rama-supandhi,Rama Supandhi,Hellboy,1991-Nov 07,1991-11-07,"Los Angeles, California, USA",ID,"Jakarta, Indonesia",Rival Martial Arts Academy,65,66.0,,,https://images.tapology.com/letterbox_images/160169/default/Untitled1.jpg?1549320891,2025-12-28T10:06:19.605118,https://www.tapology.com/fightcenter/fighters/160169-rama-supandhi,160169-rama-supandhi-37ee84a15fb9.json
16027-kyle-daukaus,https://www.tapology.com/fightcenter/fighters/16027-kyle-daukaus,Kyle Daukaus,The D'Arce Knight,1993-Feb 27,1993-02-27,"Philadelphia, Pennsylvania, United States",US,"Philadelphia, Pennsylvania, United States",,75,76.0,,,https://images.tapology.com/letterbox_images/16027/default/Kyle-Daukaus.JPG?1515293783,2025-12-27T09:14:51.378396,https://www.tapology.com/fightcenter/fighters/16027-kyle-daukaus,16027-kyle-daukaus-7751dbda0293.json
160352-nick-maximov,https://www.tapology.com/fightcenter/fighters/160352-nick-maximov,Nick Maximov,,1997-Dec 23,1997-12-23,"Bend, Oregon, United States",US,"Chico, California",Nick Diaz Academy,72,76.0,,,https://images.tapology.com/letterbox_images/160352/default/Nick_Maximov.jpg?1604107713,2025-12-27T21:07:08.421717,https://www.tapology.com/fightcenter/fighters/160352-nick-maximov,160352-nick-maximov-5119d72493fc.json
160416-mitch-raposo,https://www.tapology.com/fightcenter/fighters/160416-mitch-raposo,Mitch Raposo,,1998-Oct 16,1998-10-16,"Fall River, Massachusetts",US,"Fall River, Massachusetts",Regiment Training Center,65,64.5,,,https://images.tapology.com/letterbox_images/160416/default/F6A572EB-A2CC-4DFD-9717-1298AC9AA815.jpeg?1668748448,2025-12-27T23:22:50.340647,https://www.tapology.com/fightcenter/fighters/160416-mitch-raposo,160416-mitch-raposo-be8926fbb2c5.json
160724-jeremia-siregar,https://www.tapology.com/fightcenter/fighters/160724-jeremia-siregar,Jeremia Siregar,The Teacher,1991-Jul 27,1991-07-27,Indonesia,ID,Indonesia,Pemuda Panca Marga Jawa Barat (PPM Jabar),62,63.0,,,https://images.tapology.com/letterbox_images/160724/default/Untitled6.jpg?1549679850,2025-12-28T06:17:29.778983,https://www.tapology.com/fightcenter/fighters/160724-jeremia-siregar,160724-jeremia-siregar-15069c3cdd43.json
160741-ravena-oliveira-kenoudy,https://www.tapology.com/fightcenter/fighters/160741-ravena-oliveira-kenoudy,Ravena Oliveira,Kenoudy,1997-Feb 20,1997-02-20,"Miguel Calmon, Bahia, Brazil",BR,"Miguel Calmon, Bahia, Brazil",LIFE MMA,65,65.0,,,https://images.tapology.com/letterbox_images/160741/default/imagem_2023-10-18_205821432.png?1697673503,2025-12-27T22:26:00.679119,https://www.tapology.com/fightcenter/fighters/160741-ravena-oliveira-kenoudy,160741-ravena-oliveira-kenoudy-a46c3b2c1fbd.json
