ufcstats_fighter_id,ufcstats_url,name,record,dob,height_in,reach_in,stance,fetched_at
920632ca1b78fae5,http://ufcstats.com/fighter-details/920632ca1b78fae5,Chris Yee,4-6-0,,69.0,,,2026-02-24T05:00:07.097786+00:00
e51ee8ded927fc51,http://ufcstats.com/fighter-details/e51ee8ded927fc51,Chris de la Rocha,5-3-0,1979-05-15,75.0,80.0,Orthodox,2026-02-24T05:03:24.759652+00:00
ae071698e1a3ccd4,http://ufcstats.com/fighter-details/ae071698e1a3ccd4,Christian Aguilera,14-8-0,1991-11-25,69.0,72.0,Switch,2026-02-24T05:01:45.799358+00:00
9123c54d0a2b72dd,http://ufcstats.com/fighter-details/9123c54d0a2b72dd,Christian Colombo,8-3-1,1980-07-01,77.0,,Orthodox,2026-02-24T05:00:03.295308+00:00
a93f94c923c3a9cb,http://ufcstats.com/fighter-details/a93f94c923c3a9cb,Christian Leroy Duncan,13-2-0,1995-07-24,74.0,79.0,Switch,2026-02-24T05:01:37.442162+00:00
4ab36d70d1b28b58,http://ufcstats.com/fighter-details/4ab36d70d1b28b58,Christian Lohsen,4-2-0,1995-01-24,74.0,77.0,Southpaw,2026-02-24T04:58:19.095906+00:00
80779d7441af1b52,http://ufcstats.com/fighter-details/80779d7441af1b52,Christian Morecraft,8-3-0,1986-09-08,78.0,81.0,Orthodox,2026-02-24T04:59:39.460233+00:00
2d6d6ffe5a446ea2,http://ufcstats.com/fighter-details/2d6d6ffe5a446ea2,Christian Ocon,2-1-0,1996-02-05,68.0,69.0,Orthodox,2026-02-24T04:57:35.415083+00:00
5ec591b78349ba7e,http://ufcstats.com/fighter-details/5ec591b78349ba7e,Christian Rodriguez,12-4-0,1997-12-17,67.0,71.0,Orthodox,2026-02-24T04:58:47.824245+00:00
10ccf4ec9913cadc,http://ufcstats.com/fighter-details/10ccf4ec9913cadc,Christian Uflacker,5-0-0,1985-08-04,71.0,,,2026-02-24T04:56:54.417468+00:00
f1b2a4365799c48b,http://ufcstats.com/fighter-details/f1b2a4365799c48b,Christian Wellisch,8-5-0,1975-09-13,74.0,77.0,Orthodox,2026-02-24T05:03:43.634790+00:00
67f0d1b1b0b39bec,http://ufcstats.com/fighter-details/67f0d1b1b0b39bec,Christien Savoie,10-2-1,1992-08-29,71.0,72.0,Orthodox,2026-02-24T04:58:59.468270+00:00
c7be22a47a58365a,http://ufcstats.com/fighter-details/c7be22a47a58365a,Christina Marks,8-9-0,1985-11-08,67.0,69.0,Orthodox,2026-02-24T05:02:35.761684+00:00
7269329bd87eb479,http://ufcstats.com/fighter-details/7269329bd87eb479,Christophe Leninger,3-4-0,,72.0,,Southpaw,2026-02-24T04:59:18.455267+00:00
f4abf9aeda861283,http://ufcstats.com/fighter-details/f4abf9aeda861283,Christopher Alvidrez,7-1-0,1996-12-27,72.0,74.0,Orthodox,2026-02-24T05:03:47.679990+00:00
de45aaae23dfa392,http://ufcstats.com/fighter-details/de45aaae23dfa392,Christos Giagos,20-12-0,1990-01-23,70.0,71.0,Orthodox,2026-02-24T05:03:15.736557+00:00
7fb4234670271505,http://ufcstats.com/fighter-details/7fb4234670271505,Chuck Grigsby,23-10-0,1972-08-15,78.0,,Orthodox,2026-02-24T04:59:39.376626+00:00
a390eb8a9b2df298,http://ufcstats.com/fighter-details/a390eb8a9b2df298,Chuck Liddell,21-8-0,1969-12-17,74.0,76.0,Orthodox,2026-02-24T05:01:24.256039+00:00
56bc9ccb609df534,http://ufcstats.com/fighter-details/56bc9ccb609df534,Chuck O'Neil,17-9-0,1985-09-22,74.0,,,2026-02-24T04:58:36.419932+00:00
9eef6584fab21fbb,http://ufcstats.com/fighter-details/9eef6584fab21fbb,Cindy Dandois,8-3-0,1984-10-26,67.0,,Orthodox,2026-02-24T05:01:14.267047+00:00
787bb1f087ccff8a,http://ufcstats.com/fighter-details/787bb1f087ccff8a,Ciryl Gane,13-2-0 (1 NC),1990-04-12,76.0,81.0,Orthodox,2026-02-24T04:59:27.471876+00:00
56116a79e4deed06,http://ufcstats.com/fighter-details/56116a79e4deed06,Claude Patrick,14-2-0,1980-06-14,71.0,75.0,Orthodox,2026-02-24T04:58:35.031122+00:00
ec34349e7dffcde7,http://ufcstats.com/fighter-details/ec34349e7dffcde7,Claudia Gadelha,18-5-0,1988-12-07,64.0,63.0,Orthodox,2026-02-24T05:03:35.602009+00:00
90550a08f0b02b6f,http://ufcstats.com/fighter-details/90550a08f0b02b6f,Claudia Leite,8-3-0,1996-11-04,63.0,64.0,Orthodox,2026-02-24T05:00:00.775491+00:00
6e2b1d631832921d,http://ufcstats.com/fighter-details/6e2b1d631832921d,Claudio Mattos,5-4-0,,,,Orthodox,2026-02-24T04:59:13.120751+00:00
d747eb273a40a920,http://ufcstats.com/fighter-details/d747eb273a40a920,Claudio Puelles,13-5-0,1996-04-21,70.0,72.0,Southpaw,2026-02-24T05:03:07.296701+00:00
972c456ff38b2015,http://ufcstats.com/fighter-details/972c456ff38b2015,Claudio Ribeiro,11-5-0,1992-07-17,73.0,77.0,Orthodox,2026-02-24T05:00:45.338540+00:00
6f7c616b98e18c29,http://ufcstats.com/fighter-details/6f7c616b98e18c29,Claudio Silva,14-4-0,1982-09-06,71.0,71.0,Southpaw,2026-02-24T04:59:15.081189+00:00
7a82635ffa9b59fe,http://ufcstats.com/fighter-details/7a82635ffa9b59fe,Claudionor Fontinelle,10-15-1,,65.0,,Orthodox,2026-02-24T04:59:30.576016+00:00
cc900c6a71ed23f3,http://ufcstats.com/fighter-details/cc900c6a71ed23f3,Clay Collard,14-7-0 (1 NC),1993-03-10,71.0,73.0,Orthodox,2026-02-24T05:02:44.596052+00:00
73321668ff977f1b,http://ufcstats.com/fighter-details/73321668ff977f1b,Clay French,19-7-0,1980-10-07,67.0,,Southpaw,2026-02-24T04:59:19.351546+00:00
c47df9303d318c67,http://ufcstats.com/fighter-details/c47df9303d318c67,Clay Guida,38-22-0,1981-12-08,67.0,70.0,Orthodox,2026-02-24T05:02:30.400697+00:00
83a477a7dba1ca58,http://ufcstats.com/fighter-details/83a477a7dba1ca58,Clay Harvison,13-6-0,1980-09-25,73.0,74.0,Orthodox,2026-02-24T04:59:42.956929+00:00
b62d5280966b2460,http://ufcstats.com/fighter-details/b62d5280966b2460,Clayton Carpenter,8-2-0,1996-06-09,66.0,66.0,Orthodox,2026-02-24T05:02:00.187288+00:00
5abf827d62f98fee,http://ufcstats.com/fighter-details/5abf827d62f98fee,Clifford Starks,13-3-0,1981-04-25,72.0,78.0,Orthodox,2026-02-24T04:58:41.678567+00:00
fe67cd6423f7a8ad,http://ufcstats.com/fighter-details/fe67cd6423f7a8ad,Clint Coronel,2-5-0,1981-06-15,,,,2026-02-24T05:04:07.037712+00:00
bd85ca0bb4f26cfc,http://ufcstats.com/fighter-details/bd85ca0bb4f26cfc,Clint Godfrey,13-3-0,1982-10-21,66.0,,Southpaw,2026-02-24T05:02:15.088780+00:00
92b62174c175ce19,http://ufcstats.com/fighter-details/92b62174c175ce19,Clint Hester,11-6-0,1986-11-21,74.0,77.0,Orthodox,2026-02-24T05:00:09.853135+00:00
f14f644d41ade29f,http://ufcstats.com/fighter-details/f14f644d41ade29f,Cody Brundage,11-8-1 (1 NC),1994-05-16,72.0,72.0,Orthodox,2026-02-24T05:03:43.168710+00:00
23100e8f71f25a4a,http://ufcstats.com/fighter-details/23100e8f71f25a4a,Cody Canterbury,1-10-0,,68.0,,,2026-02-24T04:57:21.121985+00:00
3c4320a1b6106611,http://ufcstats.com/fighter-details/3c4320a1b6106611,Cody Chovancek,9-0-0,1998-07-24,68.0,67.0,Switch,2026-02-24T04:57:55.004710+00:00
7bc96507e4b38d3b,http://ufcstats.com/fighter-details/7bc96507e4b38d3b,Cody Donovan,8-5-0,1981-02-20,75.0,74.0,Orthodox,2026-02-24T04:59:33.379000+00:00
7f6ed67d3ed3c036,http://ufcstats.com/fighter-details/7f6ed67d3ed3c036,Cody Durden,17-9-1,1991-03-29,67.0,67.0,Southpaw,2026-02-24T04:59:38.501025+00:00
5713c1d2fac539ac,http://ufcstats.com/fighter-details/5713c1d2fac539ac,Cody East,12-3-0,1988-06-29,75.0,,Orthodox,2026-02-24T04:58:37.411884+00:00
8164250600b7c91b,http://ufcstats.com/fighter-details/8164250600b7c91b,Cody Floyd,2-0-0,1988-07-18,,,,2026-02-24T04:59:40.980864+00:00
d8c7c61b176e3994,http://ufcstats.com/fighter-details/d8c7c61b176e3994,Cody Garbrandt,14-7-0,1991-07-07,68.0,65.0,Orthodox,2026-02-24T05:03:09.768168+00:00
700a674c042b7a96,http://ufcstats.com/fighter-details/700a674c042b7a96,Cody Gibson,22-12-0,1987-09-11,70.0,71.0,Orthodox,2026-02-24T04:59:15.548491+00:00
8e6654e9f0461b8f,http://ufcstats.com/fighter-details/8e6654e9f0461b8f,Cody Haddon,8-1-0,1998-09-08,67.0,69.0,Orthodox,2026-02-24T04:59:57.710560+00:00
7be63795363029e8,http://ufcstats.com/fighter-details/7be63795363029e8,Cody McKenzie,16-10-0,1987-12-16,72.0,72.0,Switch,2026-02-24T04:59:33.826548+00:00
5904b0b38dc6718d,http://ufcstats.com/fighter-details/5904b0b38dc6718d,Cody Pfister,13-6-1,1990-07-12,70.0,73.0,Orthodox,2026-02-24T04:58:39.731613+00:00
bf7ad5628363eec9,http://ufcstats.com/fighter-details/bf7ad5628363eec9,Cody Stamann,21-8-1,1989-11-09,66.0,64.0,Orthodox,2026-02-24T05:02:18.704377+00:00
dc9572dd6ec74859,http://ufcstats.com/fighter-details/dc9572dd6ec74859,Colby Covington,17-5-0,1988-02-22,71.0,72.0,Orthodox,2026-02-24T05:03:13.650355+00:00
ed7d329d7c29428d,http://ufcstats.com/fighter-details/ed7d329d7c29428d,Colby Thicknesse,8-1-0,1999-06-23,67.0,69.0,Orthodox,2026-02-24T05:03:37.319681+00:00
5df17b3620145578,http://ufcstats.com/fighter-details/5df17b3620145578,Cole Escovedo,17-9-0,1981-08-30,67.0,72.0,Orthodox,2026-02-24T04:58:46.441733+00:00
282fa667ff9c51ed,http://ufcstats.com/fighter-details/282fa667ff9c51ed,Cole Miller,21-11-0 (1 NC),1984-04-26,73.0,73.0,Orthodox,2026-02-24T04:57:28.794510+00:00
2a470ad41c22c25a,http://ufcstats.com/fighter-details/2a470ad41c22c25a,Cole Province,6-2-0 (1 NC),1981-01-17,69.0,68.0,Orthodox,2026-02-24T04:57:31.007121+00:00
56709e66f1c6008f,http://ufcstats.com/fighter-details/56709e66f1c6008f,Cole Smith,7-2-0,1989-04-05,71.0,67.0,Orthodox,2026-02-24T04:58:36.229353+00:00
f9a20a17d712ef7c,http://ufcstats.com/fighter-details/f9a20a17d712ef7c,Cole Williams,11-3-0,1983-12-15,72.0,73.0,Orthodox,2026-02-24T05:03:55.208874+00:00
7d09200f6a77b20e,http://ufcstats.com/fighter-details/7d09200f6a77b20e,Colin Fletcher,14-8-0,1983-01-08,74.0,,Orthodox,2026-02-24T04:59:35.649454+00:00
1a1a4d7a29041d77,http://ufcstats.com/fighter-details/1a1a4d7a29041d77,Colin Robinson,10-12-0,1968-11-27,76.0,,Orthodox,2026-02-24T04:57:08.907660+00:00
aa943b9bc00cb0ed,http://ufcstats.com/fighter-details/aa943b9bc00cb0ed,Colleen Schneider,11-7-0,1982-03-12,,,,2026-02-24T05:01:40.159372+00:00
1433786ac76cf777,http://ufcstats.com/fighter-details/1433786ac76cf777,Colley Bradford,0-1-0,,67.0,,,2026-02-24T04:56:57.806385+00:00
047a91d3d9c79b05,http://ufcstats.com/fighter-details/047a91d3d9c79b05,Collin Anglin,8-3-0,1993-02-20,69.0,71.0,Orthodox,2026-02-24T04:56:40.926590+00:00
16bf6a73bdd302cd,http://ufcstats.com/fighter-details/16bf6a73bdd302cd,Collin Hart,6-3-1,1989-10-12,73.0,,Orthodox,2026-02-24T04:56:59.999009+00:00
f372a848d250e006,http://ufcstats.com/fighter-details/f372a848d250e006,Collin Huckbody,8-2-0,1994-09-29,75.0,76.0,Orthodox,2026-02-24T05:03:46.784076+00:00
cecd72feb0d640e3,http://ufcstats.com/fighter-details/cecd72feb0d640e3,Coltin Cole,4-5-0,1989-04-24,,,,2026-02-24T05:02:48.223184+00:00
2e25c1d983c26311,http://ufcstats.com/fighter-details/2e25c1d983c26311,Colton Smith,7-4-0,1987-08-14,72.0,71.0,Orthodox,2026-02-24T04:57:36.251388+00:00
36e78278a77006d4,http://ufcstats.com/fighter-details/36e78278a77006d4,Connor Matthews,7-4-0,1992-05-31,68.0,71.0,Switch,2026-02-24T04:57:48.561944+00:00
fdb02029556ff4ed,http://ufcstats.com/fighter-details/fdb02029556ff4ed,Conor Heun,9-5-0,1979-02-11,70.0,,Orthodox,2026-02-24T05:04:01.534633+00:00
f4c49976c75c5ab2,http://ufcstats.com/fighter-details/f4c49976c75c5ab2,Conor McGregor,22-6-0,1988-07-14,69.0,74.0,Southpaw,2026-02-24T05:03:47.606332+00:00
05560764359161e4,http://ufcstats.com/fighter-details/05560764359161e4,Constantinos Philippou,13-5-0 (1 NC),1979-11-29,71.0,73.0,Orthodox,2026-02-24T04:56:41.962395+00:00
5e4eec08896c9423,http://ufcstats.com/fighter-details/5e4eec08896c9423,Corey Anderson,14-5-0,1989-09-22,75.0,79.0,Orthodox,2026-02-24T04:58:46.871850+00:00
abbc737317f66b81,http://ufcstats.com/fighter-details/abbc737317f66b81,Corey Hill,6-9-0,1978-10-03,76.0,80.0,Orthodox,2026-02-24T05:01:42.031745+00:00
fbe9f4efc2153be2,http://ufcstats.com/fighter-details/fbe9f4efc2153be2,Corinne Laframboise,8-5-0,1989-05-25,64.0,65.0,Orthodox,2026-02-24T05:03:57.892111+00:00
8173f134396cb971,http://ufcstats.com/fighter-details/8173f134396cb971,Cortavious Romious,9-4-0,1994-01-06,64.0,68.0,Southpaw,2026-02-24T04:59:40.769855+00:00
ffb20ae0db47ebe6,http://ufcstats.com/fighter-details/ffb20ae0db47ebe6,Cortez Coleman,13-8-0,1982-01-28,73.0,,,2026-02-24T05:04:08.809753+00:00
5f179af5fffeb9f6,http://ufcstats.com/fighter-details/5f179af5fffeb9f6,Cortney Casey,10-10-0,1987-05-05,67.0,67.0,Orthodox,2026-02-24T04:58:48.326786+00:00
48544433372ecfa6,http://ufcstats.com/fighter-details/48544433372ecfa6,Cory Devela,16-7-0,1984-08-05,60.0,,Orthodox,2026-02-24T04:58:13.208445+00:00
9ab9912e0f8fa6d6,http://ufcstats.com/fighter-details/9ab9912e0f8fa6d6,Cory Hendricks,3-1-0,1988-05-10,75.0,,Switch,2026-02-24T05:01:07.351921+00:00
3351aa64aa83c4d9,http://ufcstats.com/fighter-details/3351aa64aa83c4d9,Cory McKenna,8-4-0,1999-07-11,63.0,58.0,Orthodox,2026-02-24T04:57:44.029831+00:00
5df10509264586e5,http://ufcstats.com/fighter-details/5df10509264586e5,Cory Peterson,2-1-0,1979-02-04,83.0,,Orthodox,2026-02-24T04:58:46.209263+00:00
65f09bacd3957381,http://ufcstats.com/fighter-details/65f09bacd3957381,Cory Sandhagen,18-6-0,1992-04-20,71.0,70.0,Switch,2026-02-24T04:58:57.131868+00:00
83c6c3e0f8bde8ee,http://ufcstats.com/fighter-details/83c6c3e0f8bde8ee,Cory Walmsley,8-2-0,,72.0,,Orthodox,2026-02-24T04:59:43.668780+00:00
e57f0b06ea39e360,http://ufcstats.com/fighter-details/e57f0b06ea39e360,Coty Wheeler,14-5-0,1978-10-11,66.0,67.0,Orthodox,2026-02-24T05:03:25.431576+00:00
523fa774700d7d3f,http://ufcstats.com/fighter-details/523fa774700d7d3f,Court McGee,23-14-0,1984-12-12,71.0,75.0,Orthodox,2026-02-24T04:58:30.023850+00:00
3feed7d02711d8b7,http://ufcstats.com/fighter-details/3feed7d02711d8b7,Courtney Buck,12-11-0,1982-03-19,70.0,,Orthodox,2026-02-24T04:57:58.321750+00:00
56f4b81ec4db61af,http://ufcstats.com/fighter-details/56f4b81ec4db61af,Courtney Turner,0-3-0,,74.0,,,2026-02-24T04:58:36.898277+00:00
bf41b5131545da12,http://ufcstats.com/fighter-details/bf41b5131545da12,Crafton Wallace,18-6-1,1975-11-10,72.0,,Orthodox,2026-02-24T05:02:18.195258+00:00
4bb9d7a32d02a03e,http://ufcstats.com/fighter-details/4bb9d7a32d02a03e,Craig Oxley,0-3-0,1973-02-14,69.0,,,2026-02-24T04:58:20.936428+00:00
3dd949593346dbc3,http://ufcstats.com/fighter-details/3dd949593346dbc3,Craig White,14-9-0,1990-07-01,74.0,76.0,Orthodox,2026-02-24T04:57:56.420581+00:00
3794e5e0bb0defb6,http://ufcstats.com/fighter-details/3794e5e0bb0defb6,Craig Zellner,4-3-0,1976-09-09,74.0,,Orthodox,2026-02-24T04:57:49.247084+00:00
3746e21bb508391a,http://ufcstats.com/fighter-details/3746e21bb508391a,Crezio de Souza,1-2-0,,,,Orthodox,2026-02-24T04:57:48.823819+00:00
d84033157714ee94,http://ufcstats.com/fighter-details/d84033157714ee94,Cristian Perez,13-2-0,1999-08-17,69.0,72.0,Orthodox,2026-02-24T05:03:09.135212+00:00
7debc13b36343605,http://ufcstats.com/fighter-details/7debc13b36343605,Cristian Quinonez,18-5-0,1996-04-26,68.0,70.0,Orthodox,2026-02-24T04:59:36.810930+00:00
634bb0de2eb043b4,http://ufcstats.com/fighter-details/634bb0de2eb043b4,Cristiane Justino,21-2-0 (1 NC),1985-07-09,68.0,68.0,Orthodox,2026-02-24T04:58:54.260206+00:00
ff4c3ab594c7fac3,http://ufcstats.com/fighter-details/ff4c3ab594c7fac3,Cristiano Marcello,13-6-0,1977-12-03,69.0,72.0,Orthodox,2026-02-24T05:04:08.408274+00:00
175852708cb55776,http://ufcstats.com/fighter-details/175852708cb55776,Cristina Stanciu,5-2-0,1994-03-29,63.0,,Orthodox,2026-02-24T04:57:00.519292+00:00
52d92050a046bc17,http://ufcstats.com/fighter-details/52d92050a046bc17,Crosley Gracie,2-2-0,1979-07-18,69.0,,Orthodox,2026-02-24T04:58:31.137657+00:00
d247691a6c0e9034,http://ufcstats.com/fighter-details/d247691a6c0e9034,Cub Swanson,30-14-0,1983-11-02,68.0,70.0,Orthodox,2026-02-24T05:02:54.662599+00:00
d4f364dd076bb0e2,http://ufcstats.com/fighter-details/d4f364dd076bb0e2,Cung Le,9-3-0,1972-05-25,69.0,70.0,Southpaw,2026-02-24T05:02:59.265807+00:00
2721bb808bb2523c,http://ufcstats.com/fighter-details/2721bb808bb2523c,Curt Warburton,13-6-0,,72.0,73.0,Orthodox,2026-02-24T04:57:26.686846+00:00
fa6796c55d6c5440,http://ufcstats.com/fighter-details/fa6796c55d6c5440,Curtis Blaydes,19-5-0 (1 NC),1991-02-18,76.0,80.0,Orthodox,2026-02-24T05:03:56.636924+00:00
f1928a52590c5532,http://ufcstats.com/fighter-details/f1928a52590c5532,Curtis Millender,17-5-0,1987-12-01,74.0,76.0,Orthodox,2026-02-24T05:03:43.639634+00:00
e09dbbd5fe3f0fe2,http://ufcstats.com/fighter-details/e09dbbd5fe3f0fe2,Curtis Stout,11-12-1,1973-11-07,73.0,,Southpaw,2026-02-24T05:03:18.542014+00:00
98215d037be5bcb7,http://ufcstats.com/fighter-details/98215d037be5bcb7,Cynthia Calvillo,9-6-1,1987-07-13,64.0,64.0,Orthodox,2026-02-24T05:00:50.486846+00:00
9be6020024133293,http://ufcstats.com/fighter-details/9be6020024133293,Cyril Asker,9-4-0,1985-12-24,72.0,74.0,Orthodox,2026-02-24T05:01:09.897394+00:00
43563a32c3f10e95,http://ufcstats.com/fighter-details/43563a32c3f10e95,Cyrille Diabate,19-10-1,1973-10-06,78.0,81.0,Southpaw,2026-02-24T04:58:04.915017+00:00
856c4d2668a875f9,http://ufcstats.com/fighter-details/856c4d2668a875f9,Cyrillo Padilha,3-3-0,1978-01-23,71.0,,,2026-02-24T04:59:45.194570+00:00
74f9448b97bf8bec,http://ufcstats.com/fighter-details/74f9448b97bf8bec,Da Woon Jung,15-6-1,1993-12-07,76.0,78.0,Orthodox,2026-02-24T04:59:22.416471+00:00
da22387a0407a2dc,http://ufcstats.com/fighter-details/da22387a0407a2dc,Da'Mon Blackshear,17-8-1,1994-08-12,70.0,72.0,Switch,2026-02-24T05:03:10.823044+00:00
322a56923b396b4d,http://ufcstats.com/fighter-details/322a56923b396b4d,DaMarques Johnson,15-15-0,1982-06-28,73.0,75.0,Orthodox,2026-02-24T04:57:41.595343+00:00
354808cf38d9d73c,http://ufcstats.com/fighter-details/354808cf38d9d73c,Dae Won Kim,11-7-0,1979-11-01,71.0,,Orthodox,2026-02-24T04:57:46.767314+00:00
fd52e5f9ab25c94c,http://ufcstats.com/fighter-details/fd52e5f9ab25c94c,Daermisi Zhawupasi,9-2-0,1999-09-15,68.0,68.0,Switch,2026-02-24T05:04:00.300697+00:00
5140122c3eecd307,http://ufcstats.com/fighter-details/5140122c3eecd307,Daichi Abe,6-2-0,1991-11-27,71.0,71.0,Orthodox,2026-02-24T04:58:28.891070+00:00
a497e228cce8a64f,http://ufcstats.com/fighter-details/a497e228cce8a64f,Daichi Kamiya,6-1-0 (1 NC),1999-04-19,68.0,68.0,Southpaw,2026-02-24T05:01:26.324703+00:00
cd42bbe8887bba90,http://ufcstats.com/fighter-details/cd42bbe8887bba90,Daijiro Matsui,13-29-7,1972-12-05,69.0,,Orthodox,2026-02-24T05:02:46.173091+00:00
4f74c8be51db8a37,http://ufcstats.com/fighter-details/4f74c8be51db8a37,Daiju Takase,12-15-2,1978-04-20,72.0,,Southpaw,2026-02-24T04:58:26.006991+00:00
c76ceda100ac0fad,http://ufcstats.com/fighter-details/c76ceda100ac0fad,Daiki Hata,17-11-7,1982-08-24,66.0,,Orthodox,2026-02-24T05:02:35.184360+00:00
a196332ee4aa8a82,http://ufcstats.com/fighter-details/a196332ee4aa8a82,Daisuke Nakamura,28-19-1,1980-06-10,67.0,,Orthodox,2026-02-24T05:01:18.873034+00:00
8215e4fe24e8e81b,http://ufcstats.com/fighter-details/8215e4fe24e8e81b,Daisuke Sugie,10-8-1,1980-10-12,66.0,,Orthodox,2026-02-24T04:59:41.406821+00:00
3033c1c080672475,http://ufcstats.com/fighter-details/3033c1c080672475,Dakota Bush,8-4-0,1994-06-09,70.0,73.0,Orthodox,2026-02-24T04:57:38.573130+00:00
ce632027bf2a871b,http://ufcstats.com/fighter-details/ce632027bf2a871b,Dalcha Lungiambula,11-6-0,1987-07-31,68.0,76.0,Orthodox,2026-02-24T05:02:47.606345+00:00
058e4e08a1ad8aba,http://ufcstats.com/fighter-details/058e4e08a1ad8aba,Dale Hartt,6-3-0,1979-04-04,70.0,69.0,Orthodox,2026-02-24T04:56:42.448893+00:00
c96e2ae6021144a1,http://ufcstats.com/fighter-details/c96e2ae6021144a1,Damacio Page,19-10-0,1982-09-30,66.0,66.0,Orthodox,2026-02-24T05:02:37.951958+00:00
3f11b5d4bd76a6d9,http://ufcstats.com/fighter-details/3f11b5d4bd76a6d9,Damian Grabowski,20-5-0,1980-05-12,73.0,75.0,Orthodox,2026-02-24T04:57:57.475784+00:00
fdd22e895a70e4a8,http://ufcstats.com/fighter-details/fdd22e895a70e4a8,Damian Pinas,8-1-0,2002-03-12,73.0,79.0,Orthodox,2026-02-24T05:04:01.991692+00:00
42a7e90605df3c8a,http://ufcstats.com/fighter-details/42a7e90605df3c8a,Damian Stasiak,10-6-0,1990-02-20,65.0,70.0,Orthodox,2026-02-24T04:58:03.636624+00:00
d024ed963e8bf7ea,http://ufcstats.com/fighter-details/d024ed963e8bf7ea,Damien Brown,17-12-0,1984-12-25,70.0,68.0,Orthodox,2026-02-24T05:02:50.392912+00:00
ce3b669e39418414,http://ufcstats.com/fighter-details/ce3b669e39418414,Damion Douglas,4-1-0,1982-08-16,,,,2026-02-24T05:02:47.539709+00:00
38c626ca912c7bac,http://ufcstats.com/fighter-details/38c626ca912c7bac,Damir Hadzovic,14-8-0,1986-08-08,69.0,70.0,Orthodox,2026-02-24T04:57:50.992756+00:00
135d124172a0bea3,http://ufcstats.com/fighter-details/135d124172a0bea3,Damir Ismagulov,24-3-0,1991-02-03,70.0,74.0,Orthodox,2026-02-24T04:56:57.017754+00:00
992c82450d96f726,http://ufcstats.com/fighter-details/992c82450d96f726,Damir Mirenic,9-4-0,1974-08-02,72.0,,Orthodox,2026-02-24T05:00:59.161340+00:00
29af297d9f1de0f8,http://ufcstats.com/fighter-details/29af297d9f1de0f8,Damon Jackson,23-8-1 (1 NC),1988-08-08,71.0,71.0,Switch,2026-02-24T04:57:30.696852+00:00
81254702b51cc832,http://ufcstats.com/fighter-details/81254702b51cc832,Damon Wilson,9-3-0,1993-04-29,69.0,69.0,Switch,2026-02-24T04:59:40.374755+00:00
e4ba58725825412d,http://ufcstats.com/fighter-details/e4ba58725825412d,Dan Argueta,9-3-0 (2 NC),1993-08-13,67.0,68.0,Southpaw,2026-02-24T05:03:23.189480+00:00
f12f979b657ab876,http://ufcstats.com/fighter-details/f12f979b657ab876,Dan Barrera,3-1-0,1980-12-23,69.0,,Orthodox,2026-02-24T05:03:42.639990+00:00
f348d05403fad037,http://ufcstats.com/fighter-details/f348d05403fad037,Dan Bobish,17-9-0,1970-01-26,74.0,,Southpaw,2026-02-24T05:03:46.426274+00:00
b369533a577fa97c,http://ufcstats.com/fighter-details/b369533a577fa97c,Dan Christison,20-7-0,1972-04-26,80.0,,Orthodox,2026-02-24T05:01:54.931156+00:00
480b702debcb5433,http://ufcstats.com/fighter-details/480b702debcb5433,Dan Cramer,11-4-0,1985-10-31,74.0,,Orthodox,2026-02-24T04:58:12.815124+00:00
dd8aec6de7035943,http://ufcstats.com/fighter-details/dd8aec6de7035943,Dan Evensen,11-4-0,1974-06-01,75.0,,Orthodox,2026-02-24T05:03:14.290521+00:00
473ce3aa581251a2,http://ufcstats.com/fighter-details/473ce3aa581251a2,Dan Hardy,25-10-0 (1 NC),1982-05-17,72.0,74.0,Orthodox,2026-02-24T04:58:11.568707+00:00
1ccf4e7caff270df,http://ufcstats.com/fighter-details/1ccf4e7caff270df,Dan Henderson,32-15-0,1970-08-24,71.0,74.0,Orthodox,2026-02-24T04:57:12.904203+00:00
193b9d1858bc4df3,http://ufcstats.com/fighter-details/193b9d1858bc4df3,Dan Hooker,24-14-0,1990-02-13,72.0,75.0,Switch,2026-02-24T04:57:07.265110+00:00
82a5152216251682,http://ufcstats.com/fighter-details/82a5152216251682,Dan Ige,19-11-0,1991-08-06,67.0,71.0,Orthodox,2026-02-24T04:59:41.837305+00:00
4c8d6fde2dde07c4,http://ufcstats.com/fighter-details/4c8d6fde2dde07c4,Dan Lauzon,17-6-0,1988-03-30,70.0,,Orthodox,2026-02-24T04:58:22.624646+00:00
d0c29452d3272603,http://ufcstats.com/fighter-details/d0c29452d3272603,Dan Miller,14-8-0 (1 NC),1981-06-30,73.0,74.0,Orthodox,2026-02-24T05:02:51.072863+00:00
606136dee6f6ecea,http://ufcstats.com/fighter-details/606136dee6f6ecea,Dan Molina,13-9-0,1984-06-14,70.0,,,2026-02-24T04:58:50.925077+00:00
66e98b3bb5fc5250,http://ufcstats.com/fighter-details/66e98b3bb5fc5250,Dan Moret,13-6-0,1986-11-21,72.0,73.0,Southpaw,2026-02-24T04:58:58.542090+00:00
c670aa48827d6be6,http://ufcstats.com/fighter-details/c670aa48827d6be6,Dan Severn,101-19-1,1958-06-08,74.0,,Southpaw,2026-02-24T05:02:33.106585+00:00
cc3147b49c7d7d92,http://ufcstats.com/fighter-details/cc3147b49c7d7d92,Dan Stittgen,12-5-0,1980-11-17,73.0,,Orthodox,2026-02-24T05:02:42.977926+00:00
