uuid,promotion_id,promotions,links,strength
8e862975-4458-502d-9e8e-fc8a91dba196,3212,BJJ Fanatics,https://www.tapology.com/fightcenter/promotions/3212-bjj-fanatics-bjjf,0.715658
f65e123d-9268-58fd-9c45-d7955063fd82,2745,BJJ Stars,https://www.tapology.com/fightcenter/promotions/2745-bjj-stars-bjjs,0.67144
595d0e2a-36a1-5bfa-83c1-7611c980d089,671,BONE MMA,https://www.tapology.com/fightcenter/promotions/671-bone-mma-bmma,0.733308
00d6430d-ff6d-5b28-bb39-adead7903cf9,943,BOOM MMA,https://www.tapology.com/fightcenter/promotions/943-boom-mma-boom,0.731943
e083b584-ca00-58cf-8c88-5d3f52c312bb,2399,BOPE Fight Brasil,https://www.tapology.com/fightcenter/promotions/2399-bope-fight-brasil-bope,0.707714
b26b2d23-2e4d-5bf3-b44a-78252b059d79,756,BOUT,https://www.tapology.com/fightcenter/promotions/756-hakodate,0.698588
0d696dca-90f2-5a16-b525-a57587310b46,169,BRACE Mixed Martial Arts,https://www.tapology.com/fightcenter/promotions/169-brace-mixed-martial-arts-bfw,0.662009
f08a3936-5d3e-5579-b301-ca2cfa6eb50f,1782,BRAVE Combat Federation,https://www.tapology.com/fightcenter/promotions/1782-brave-combat-federation-bcf,0.676535
1dca74ff-b9ff-553b-8166-90013324e518,3680,BRAWL Combat,https://www.tapology.com/fightcenter/promotions/3680-brawl-combat-brawl,0.689553
c533837f-7a70-5c33-ad07-f19592dc4cb8,2466,BRAWL MMA,https://www.tapology.com/fightcenter/promotions/2466-brawl-mma-bmma,0.714815
d463e225-2f1a-5316-952a-3d7178fec301,4313,BSK Crossfight,https://www.tapology.com/fightcenter/promotions/4313-bsk-crossfight-bsk,0.666292
233f84b0-1ac8-52d9-9d9f-cc9669e8b790,1974,BTC Fight Promotions,https://www.tapology.com/fightcenter/promotions/1974-btc-fight-promotions-btc,0.712849
bb91b980-ac60-5d00-bef5-8cd8befb3950,2518,BULLS Combat Series,https://www.tapology.com/fightcenter/promotions/2518-bulls-combat-series-bulls,0.692397
f6ae4bfe-7c87-5c3a-b747-65d2574c22fe,2397,BVR Combat,https://www.tapology.com/fightcenter/promotions/2397-bvr-combat-bvr,0.724826
9473bb5e-ab43-5c05-a3c0-13cdef09a6ec,4281,BX Rumble,https://www.tapology.com/fightcenter/promotions/4281-bx-rumble-bxr,0.66172
aaff6748-49f3-5b9e-b6ef-c8fecf00122a,2565,Babilon MMA,https://www.tapology.com/fightcenter/promotions/2565-babilon-mma-bab,0.704335
c83b96ef-2820-50c2-a0cc-39f54ff114cc,2632,Baby Jet Promotions,https://www.tapology.com/fightcenter/promotions/2632-baby-jet-promotions,0.734402
b3f631ff-226b-54b6-bdda-53c23c3c1923,2110,Back Fish MMA,https://www.tapology.com/fightcenter/promotions/2110-back-fish-mma-bfmma,0.709332
41799468-bf87-59ee-aecb-07961bcec10a,4059,Bad Guy Promotions,https://www.tapology.com/fightcenter/promotions/4059-bad-guy-promotions-bgp,0.675702
50835935-e199-59c6-acc2-848c3d74c687,5575,Bagatir Fighting League,https://www.tapology.com/fightcenter/promotions/5575-bagatir-fighting-league-bfl,0.73646
43e353a1-18dc-5ec2-8e94-f665262ed884,1421,Bahamas Open Martial Arts Championship,https://www.tapology.com/fightcenter/promotions/1421-bahamas-open-martial-arts-championship-bomac,0.720696
4eb58138-0d9e-5176-8cbb-2f2bb868c289,2136,Baikal Fighting Championship,https://www.tapology.com/fightcenter/promotions/2136-baikal-fc-bfc,0.685068
2e2413a2-5a34-5c5e-a3ec-f4f219960092,4222,Baixo Sul Fight,https://www.tapology.com/fightcenter/promotions/4222-baixo-sul-fight-bsf,0.727528
838f1030-8ded-57a6-b16b-013bba44e432,1880,Bakersfield Fight Club,https://www.tapology.com/fightcenter/promotions/1880-bakersfield-fight-club-bfc,0.72898
084165ea-62cf-52a0-a2bb-177555a1a05f,3632,Baku Fight Lab,https://www.tapology.com/fightcenter/promotions/3632-baku-fight-lab-bfl,0.726414
6aa9c8aa-3e2a-5192-9a65-d103d40ba450,1035,Balikatan MMA,https://www.tapology.com/fightcenter/promotions/1035-balikatan-mma-bmma,0.674459
c3df79c9-9d76-5e59-bce4-370e9777220c,1748,Ballista Fighting Championships,https://www.tapology.com/fightcenter/promotions/1748-ballista-fighting-championships-bfc,0.739384
13bfa2fa-8c36-543c-94a5-02a7116ff77c,2666,Bang Fighting Championship,https://www.tapology.com/fightcenter/promotions/2666-bang-fighting-championship-bfc,0.728522
01a95dd7-e315-5322-bc73-aa7348e9980b,3481,Bangkok Fight Night,https://www.tapology.com/fightcenter/promotions/3481-bangkok-fight-night-bfn,0.719012
22e296bf-3f37-57b6-aef9-352f9d2a545d,5993,Bangla Boxing Stadium,https://www.tapology.com/fightcenter/promotions/5993-bangla-boxing-stadium-bbs,0.733222
b5807da8-cb0f-5c01-861b-a0678c879b74,4720,Bangla Fights,https://www.tapology.com/fightcenter/promotions/4720-bangla-fights-bf,0.696699
d76b77b1-7fc7-579d-9850-a0f657bc8f73,6220,Bangladesh Amateur Fighting Championship,https://www.tapology.com/fightcenter/promotions/6220-bangladesh-amateur-fighting-championship-bafc,0.739427
c8fb0cdd-8b7f-5f32-9c80-abd1ad46bbab,1893,Bangladesh Mixed Martial Arts Association,https://www.tapology.com/fightcenter/promotions/1893-bangladesh-mixed-martial-arts-association-bmmaa,0.710717
ce91cf23-7bc1-5127-ae1f-7139d816a532,1348,Banzay Fight Championship,https://www.tapology.com/fightcenter/promotions/1348-banzay-fight-championship-bfc,0.676033
82ce99d9-6f40-51c8-bb7e-26ad412f038f,1594,Baptized By Blood Fight League,https://www.tapology.com/fightcenter/promotions/1594-baptized-by-blood-fight-league-bbbfl,0.675935
f9dbb64c-2b50-5119-b008-961404996975,1970,Bar Battles,https://www.tapology.com/fightcenter/promotions/1970-50fifty-fight-night-50ffn,0.727529
f76961e5-c6cd-5e61-ab83-33b53c8469a5,3528,Baraber Fight Night,https://www.tapology.com/fightcenter/promotions/3528-baraber-fight-night-bfn,0.717912
13d03c3b-c2ae-55c7-8757-c900cff057ec,676,Barbarian Fight Club,https://www.tapology.com/fightcenter/promotions/676-barbarian-fight-club-bfc,0.723821
ba52de24-c8c1-5c00-9e9b-4eb3713c147f,2322,Barbarians Fighting League,https://www.tapology.com/fightcenter/promotions/2322-barbarians-fighting-league-bfl,0.664801
341f4a2d-58cd-52e5-b4a5-75aa33fbe18b,4026,Barbas Extreme League,https://www.tapology.com/fightcenter/promotions/4026-barbas-extreme-league-bel,0.679551
938b66d0-3bbc-5595-a746-4cb790796ab6,3209,Barcelona Fight League,https://www.tapology.com/fightcenter/promotions/3209-barcelona-fight-league-bfl,0.716757
d71a5d21-bea4-58df-9104-9adc7ab13cea,2821,Bare Knuckle Boxing,https://www.tapology.com/fightcenter/promotions/2821-byb-extreme-fighting-series-byb,0.728865
fd1ea6a4-331a-5617-86f4-3fda13722563,4236,Bare Knuckle Boxing,https://www.tapology.com/fightcenter/promotions/4236-bare-knuckle-boxing-bkb,0.728865
d18209d5-bdb5-5a36-98aa-7005d1ac6998,2682,Bare Knuckle Fighting Championship,https://www.tapology.com/fightcenter/promotions/2682-bare-knuckle-fighting-championship-bnfc,0.722088
4b3966a1-8afb-5d7c-ab56-1ad38610d79b,3357,Bare Knuckle Promotions,https://www.tapology.com/fightcenter/promotions/3357-bare-knuckle-promotions-bkp,0.704074
4111f3ba-dd7f-5778-b115-8f266be20763,1649,Barry County Fights,https://www.tapology.com/fightcenter/promotions/1649-barry-county-fights-bcf,0.739009
610438ea-0dca-5028-989f-7e947de457a2,2060,Bars Promotion Group,https://www.tapology.com/fightcenter/promotions/2060-bars-promotion-group-bpg,0.69443
08ce4817-544f-5989-87f2-c81d3420a9fb,817,Bas Rutten's Art of MMA,https://www.tapology.com/fightcenter/promotions/817-bas-ruttens-art-of-mma-br,0.701579
ff4235ef-e2df-5f1d-b105-d397d2f92268,1118,Bash Boxing,https://www.tapology.com/fightcenter/promotions/1118-bash-boxing-bb,0.688757
5bcd5b56-7dec-5485-afed-4b68bea33ce1,1592,Batalha MMA,https://www.tapology.com/fightcenter/promotions/1592-batalha-mma-bmma,0.676986
1c4eeb30-5232-5c47-86ec-7164b7c79b71,3400,Bator Fighting Championship,https://www.tapology.com/fightcenter/promotions/3400-bator-fighting-championship-bfc,0.666118
67a23523-0e08-5a08-90a4-b12bb0c65e26,3116,Battle Arena,https://www.tapology.com/fightcenter/promotions/3116-battle-arena-ba,0.666122
9117942c-2ce4-54ba-b959-1edb93835f0c,1287,Battle Arena Mixed Martial Arts,https://www.tapology.com/fightcenter/promotions/1287-battle-arena-mixed-martial-arts-ba,0.724887
f6ebfc3e-6523-5a38-9eb8-734a6b10d43e,1789,Battle Cage,https://www.tapology.com/fightcenter/promotions/1789-battle-cage-bcmma,0.729268
779de5fa-3c92-5945-985d-e07d46e81525,755,Battle Code,https://www.tapology.com/fightcenter/promotions/755-battle-code-bc,0.681209
05df5ccb-dcb7-5510-9169-966a21d70730,3143,Battle Events,https://www.tapology.com/fightcenter/promotions/3143-battle-events-be,0.662416
eb5aaf77-1b00-57be-b1f5-61116d1c16d8,3937,Battle Grounds MMA,https://www.tapology.com/fightcenter/promotions/3937-battle-grounds-mma-bgmma,0.693991
4ca37845-cdc7-577c-bc2c-e4c0797de5e0,4130,Battle Mixed Martial Arts Championships,https://www.tapology.com/fightcenter/promotions/4130-battle-mixed-martial-arts-championships-bmmac,0.664214
f2a69486-303f-5764-b7ac-d766936cd325,1760,Battle Night MMA,https://www.tapology.com/fightcenter/promotions/1760-battle-night-mma-bnmma,0.711537
f7a7b15e-7d8a-51bb-b50e-da18ba30ae26,2742,Battle Promotion,https://www.tapology.com/fightcenter/promotions/2742-battle-promotion-bp,0.666062
8afd7511-3064-5eab-9abc-be5333d5780f,1833,Battle Royal,https://www.tapology.com/fightcenter/promotions/1833-battle-royal-brg,0.68848
2fe1138b-eeb5-5957-ba8e-531b4eb32caa,229,Battle Xtreme Championship,https://www.tapology.com/fightcenter/promotions/229-battle-xtreme-championship-bxc,0.687507
40ab02a2-a382-5ba2-ae74-38ab4ce440f2,712,Battle ZONE Fighting Championships,https://www.tapology.com/fightcenter/promotions/712-battle-zone-fighting-championships-bz,0.723573
45982a9f-a494-59c9-8b31-dc0b9d49d1af,1846,Battle at the Beach Fight Nights Yeppoon,https://www.tapology.com/fightcenter/promotions/1846-battle-at-the-beach-fight-nights-yeppoon-fny,0.663444
773d3b0c-771b-5965-928a-c10ca6b7197a,2610,Battle at the Boat,https://www.tapology.com/fightcenter/promotions/2610-battle-at-the-boat-batb,0.687395
f26aae21-df5a-5189-8366-2261178d4367,317,Battle for the Border (Canada),https://www.tapology.com/fightcenter/promotions/317-battle-for-the-border-canada-bftb,0.662832
acacee07-c1b9-5166-ac25-f771fcc5859b,3525,Battle in the Ballroom,https://www.tapology.com/fightcenter/promotions/3525-battle-in-the-ballroom-binb,0.680144
4a0fa3d6-c0fc-5714-9f43-42330ae440cd,340,Battle in the South,https://www.tapology.com/fightcenter/promotions/340-battle-in-the-south-bs,0.729107
a1b0e30c-1ae1-5ca1-a744-32849fa5ca8a,5983,Battle of Bolton,https://www.tapology.com/fightcenter/promotions/5983-battle-of-bolton-bob,0.684895
7739248d-6796-57c8-b933-772db7c113e2,1549,Battle of Botnia,https://www.tapology.com/fightcenter/promotions/1549-battle-of-botnia-bob,0.678304
dc86640a-cd0d-529a-9494-09ac18b7cd70,737,Battle of Champions,https://www.tapology.com/fightcenter/promotions/737-battle-of-champions-boc,0.715191
05a1e04a-51bd-5075-8a28-a87450206080,2024,Battle of Champions Fight League,https://www.tapology.com/fightcenter/promotions/2024-battle-of-champions-fight-league-bocfl,0.672599
72b1cdcd-ab4f-5664-bd44-87bb15893c8f,1495,Battle of Copenhagen,https://www.tapology.com/fightcenter/promotions/1495-battle-of-copenhagen-boc,0.727828
00c0edef-7914-58bb-83ec-70956a9ca30a,687,Battle of Muay Thai,https://www.tapology.com/fightcenter/promotions/687-battle-of-muay-thai-bom,0.684746
19198f4f-bdba-56d9-bd2b-58f7852910dd,586,Battle of New Orleans,https://www.tapology.com/fightcenter/promotions/586-battle-of-new-orleans-bono,0.675574
d192b7f5-e15b-5281-ad81-ad6e5b963823,1715,Battle of Warriors,https://www.tapology.com/fightcenter/promotions/1715-battle-of-warriors-bow,0.714376
a4dbdbf0-2694-5022-b9ef-4e4404328c0e,735,Battle of the Borders,https://www.tapology.com/fightcenter/promotions/735-battle-of-the-borders-bob,0.672496
0a5a039e-6bff-5750-97fe-3900b5809313,610,BattleGrounds MMA,https://www.tapology.com/fightcenter/promotions/610-battlegrounds-mma-bg,0.688591
b547b4b4-e322-52bd-9be8-152bd5cbb6a7,4241,Battlecade: Extreme Fighting,https://www.tapology.com/fightcenter/promotions/4241-battlecade-extreme-fighting-bc,0.685143
7fefb8ea-f808-5404-81f9-ac39b51f48d6,105,Battlefield Fight League,https://www.tapology.com/fightcenter/promotions/105-battlefield-fight-league-bfl,0.670609
14173245-d195-5a4d-b3e3-78043d278b44,1068,Battlefield Fighting Championship,https://www.tapology.com/fightcenter/promotions/1068-battlefield-fighting-championship-bfc,0.678917
a5d933cd-4c92-5813-8149-6db3569af05d,1909,Battlefield Fighting Championship,https://www.tapology.com/fightcenter/promotions/1909-battlefield-fighting-championship-bfc,0.678917
411fee21-9703-5a22-a0e6-e7a90131ba04,3920,Battlefield Promotions,https://www.tapology.com/fightcenter/promotions/3920-battlefield-promotions-bp,0.701741
1ac436bb-c8e4-53ba-bc0e-85272f19d558,1679,Battleground MMA,https://www.tapology.com/fightcenter/promotions/1679-battleground-mma-bgmma,0.669824
762e6604-bae3-5603-8f80-4420a610667b,680,Battlezone Promotions,https://www.tapology.com/fightcenter/promotions/680-battlezone-promotions-bzp,0.702885
d4a5f231-02e1-5886-95e0-fadd7776b1e8,2810,Batyr Bashy MMA,https://www.tapology.com/fightcenter/promotions/2810-batyr-bashy-mma-bb,0.734925
13a87d4f-e18d-5032-a097-55530cf8211c,1799,Bavarian Fighting Championship,https://www.tapology.com/fightcenter/promotions/1799-bavarian-fighting-championship-bfc,0.737057
77197e3e-4441-58b4-bcf7-19f2d289167a,2346,Bay Area Combat,https://www.tapology.com/fightcenter/promotions/2346-bay-area-combat-bac,0.735916
becbb705-add1-5623-a946-71ba79fa3d3b,4207,Bay Harbor FC,https://www.tapology.com/fightcenter/promotions/4207-bay-harbor-fc-bhfc,0.695669
3be52ef7-f231-5e63-b755-6290189e1b99,2425,Bayou Fighting Championship,https://www.tapology.com/fightcenter/promotions/2425-bayou-fighting-championship-bfc,0.669426
07442b65-fcd5-5c88-b3bc-4f10d0c33a4e,2962,Beach Fight Championship,https://www.tapology.com/fightcenter/promotions/2962-beach-fight-championship-bfc,0.702931
9139d50c-0db8-5a39-b08c-ec87f6f83836,4508,Bears Fighting Championship,https://www.tapology.com/fightcenter/promotions/4508-bears-fighting-championship-bfc,0.682911
0ca69ef6-5d05-5dff-8384-f7267af646ec,3825,Beast CF,https://www.tapology.com/fightcenter/promotions/3825-the-beast-championship-tbc,0.72524
abc2964b-c7c5-5070-8414-e8738a2ac448,2967,Beastmode Productions,https://www.tapology.com/fightcenter/promotions/2967-beastmode-productions-bp,0.722188
3ff70095-132b-5775-a74c-eb6d72097418,1534,Beat Down MMA Fight League,https://www.tapology.com/fightcenter/promotions/1534-beat-down-mma-fight-league-bdmma,0.702888
716ea711-e0cd-5ef5-96c1-d166bfbc12ed,1680,Beatdown MMA Peru Championship,https://www.tapology.com/fightcenter/promotions/1680-beatdown-mma-peru-championship-bmmapc,0.711981
4ce015bb-7850-5c95-a6cf-fe6858322110,4359,Beatdown Promotions,https://www.tapology.com/fightcenter/promotions/4359-beatdown-promotions-bp,0.717133
25dcc661-80b6-5b16-85ec-91530e97d130,1855,Bebson Gold Team,https://www.tapology.com/fightcenter/promotions/1855-bebson-gold-team-bgt,0.662405
ab4f81c6-b382-5736-8b0b-ec626910aec9,2408,Beineu Fighting Championship,https://www.tapology.com/fightcenter/promotions/2408-beineu-fighting-championship-bfc,0.68369
1a2f6a21-54b9-5497-bf51-391b489dc565,1043,Beirut Elite Fighting Championship,https://www.tapology.com/fightcenter/promotions/1043-beirut-elite-fighting-championship-befc,0.665782
0671f3be-2c5f-5bad-9e19-a10875a47c79,3085,Belarusian Fight Championship,https://www.tapology.com/fightcenter/promotions/3085-belarusian-fight-championship-bfc,0.70163
e2b0561c-8acd-58a5-9f49-96ee954ee2af,3327,Belgian Boxing Federation,https://www.tapology.com/fightcenter/promotions/3327-belgian-boxing-federation-bbf,0.672552
4eac9347-56d6-5ff7-9b3b-0c64defd98de,3999,Belgian Fighting Competition,https://www.tapology.com/fightcenter/promotions/3999-belgian-fighting-competition-bfc,0.708993
52ed75f8-784e-5162-9c1e-fc0139ea6976,4091,Belgian Mixed Martial Arts Federation,https://www.tapology.com/fightcenter/promotions/4091-belgian-mixed-martial-arts-federation-bmmaf,0.671231
e6459b87-5289-53df-8a9f-748fd5f16753,2618,Belgorod Absolute Fighting,https://www.tapology.com/fightcenter/promotions/2618-belgorod-absolute-fighting-baf,0.737731
4f56e054-f5e2-5d74-b466-c16856d8bcb4,2390,Belgorod Mix Fight,https://www.tapology.com/fightcenter/promotions/2390-belgorod-mix-fight,0.708176
e96c3877-f580-5b33-8156-8b35ebbcca0e,3580,Bellator Kickboxing,https://www.tapology.com/fightcenter/promotions/3580-bellator-kickboxing-bk,0.723592
b13c9235-b374-5097-b37c-71011bb7527a,2789,Bellator MMA Fight Series,https://www.tapology.com/fightcenter/promotions/2789-bellator-mma-fight-series-bmmafs,0.720046
76b2382a-7a72-5d9f-b307-f09cff2aa7a7,700,Bellator Viam Vitae MMA,https://www.tapology.com/fightcenter/promotions/700-bellator-viam-vitae-mma-bvv,0.71155
bf67b572-8305-50b4-b680-e98272db7f92,576,Belts of Honorious,https://www.tapology.com/fightcenter/promotions/576-enlightened-warriors-ew,0.728576
4b5171df-b2f1-5eea-876a-ac42b086941d,3180,Ben Bril Memorial Boks Gala,https://www.tapology.com/fightcenter/promotions/3180-ben-bril-memorial-boks-gala-bbmbg,0.663317
98388054-cf4c-5225-851d-7a3ab60b70d6,3231,Bendall's Boxing Promotions,https://www.tapology.com/fightcenter/promotions/3231-bendall-s-boxing-promotions-bbp,0.668294
5ec5cbd0-ab84-5a73-b2b1-413978bf1c6c,2590,Benin Fighting Championship,https://www.tapology.com/fightcenter/promotions/2590-benin-fighting-championship-bfc,0.714864
a2275451-a694-559a-b9e0-56bdc3378d3a,3574,Berber Fighting Championship,https://www.tapology.com/fightcenter/promotions/3574-berbere-fc-bfc,0.672149
69c8b6bb-d82f-5bf5-8294-cf9cb620f7dd,100,Bergeron Fight League,https://www.tapology.com/fightcenter/promotions/100-bergeron-fight-league-bfl,0.725895
a55ed704-44ad-56e9-9f1c-0ae8067ee5fa,1771,Bernauer Fight Night,https://www.tapology.com/fightcenter/promotions/1771-bernauer-fight-night-bf,0.687419
1abd1cb7-d1b4-504d-97ed-460fde616539,4371,Berserker Fighting Championships,https://www.tapology.com/fightcenter/promotions/4371-berserker-fighting-championships-bfc,0.725576
a21db084-3d3e-5cef-a3bd-f2a8f2abe5fd,1711,Berzerker Xtreme Championship,https://www.tapology.com/fightcenter/promotions/1711-berzerker-xtreme-championship-bxc,0.703216
8531e1c5-db15-5d4b-b0d2-311f7c7c94ea,4105,Best Combat MMA,https://www.tapology.com/fightcenter/promotions/4105-best-combat-mma-bcmma,0.671678
b4965d7e-0bc6-566a-b4c4-af9c596fc15a,3074,Best Warriors Championship,https://www.tapology.com/fightcenter/promotions/3074-best-warriors-championship-bwc,0.728205
c0696e43-ccc8-54dc-875d-9b65b07d7032,329,Best of the Best,https://www.tapology.com/fightcenter/promotions/329-best-of-the-best-bob,0.680048
9ddc62ea-e566-5493-87c7-b2bbff002edc,2837,Better Fighters Argentina,https://www.tapology.com/fightcenter/promotions/2837-better-fighter-argentina-bfa,0.736293
8e6fabbb-e2f5-5811-b3b2-109183fe4ea0,4037,Bey Brothers Promotions,https://www.tapology.com/fightcenter/promotions/4037-bey-brothers-promotions-bbp,0.698997
1a85ac5d-0327-58ca-b9e2-0416bde75091,4342,Bidang Fighting Championship,https://www.tapology.com/fightcenter/promotions/4342-bidang-fighting-championship-bfc,0.687674
bcf49c2f-e36d-50ce-b1ef-9f76f5e8c6d2,3683,Big Boys Fights,https://www.tapology.com/fightcenter/promotions/3683-big-boys-fights-bbf,0.732059
b95bf6cc-16e4-5caf-9858-0611b6efe440,176,Big Bully MMA,https://www.tapology.com/fightcenter/promotions/176-big-bully-mma-bb,0.736101
14f3dea7-0595-590e-aa51-b68c2dc83aef,6361,Big Country MMA,https://www.tapology.com/fightcenter/promotions/6361-big-country-mma-bcmma,0.72276
8678651c-67f0-591c-b488-a837a2e6a375,359,Big Dawg Promotions,https://www.tapology.com/fightcenter/promotions/359-in-cage-i-trust-icit,0.663589
2800a66f-8e04-500c-8689-d560ccba5484,3819,Big Deal Pro,https://www.tapology.com/fightcenter/promotions/3819-big-deal-pro-bdp,0.686155
88f803bd-0f16-52f3-8366-06673ef0adff,2268,Big Game,https://www.tapology.com/fightcenter/promotions/2268-big-game-bgmma,0.664281
8ae82688-85a5-5efa-8737-9ebfa01872c1,1220,Big John's MMA,https://www.tapology.com/fightcenter/promotions/1220-big-johns-mma-bjmma,0.707403
25d20083-eaa0-5603-8169-33769004e587,3843,Big Star Boxing,https://www.tapology.com/fightcenter/promotions/3843-big-star-boxing-bsb,0.662389
87cc5594-e56e-5e8e-bfce-cfd42475aab6,2690,Big Time Boxing,https://www.tapology.com/fightcenter/promotions/2690-big-time-boxing-btb,0.667078
723e58ab-3e55-540a-8b21-bda9ecc25bb5,1841,Big Way Fight,https://www.tapology.com/fightcenter/promotions/1841-big-way-fight-bwf,0.720293
67feba66-a0fc-5d3b-a83f-c1c09f1e83ad,3309,Big3 MMA Productions,https://www.tapology.com/fightcenter/promotions/3309-big3-mma-productions-big3,0.710881
d12588ad-68cc-5b70-b951-b60bf597675d,3251,Bigbang Kickboxing,https://www.tapology.com/fightcenter/promotions/3251-bigbang-kickboxing-bbk,0.72929
1d0e8f8b-b833-5ee4-b68b-c9df44ea2265,2921,Bigger Than Life Entertainment,https://www.tapology.com/fightcenter/promotions/2921-bigger-than-life-entertainment-btte,0.67949
924a9377-abdc-55a8-beca-ec8b1b8f7fae,2824,Bike Fight,https://www.tapology.com/fightcenter/promotions/2824-bike-fight-bf,0.675909
20b7030e-8374-5719-b96d-fbde35b48682,3254,Billy Hussein Boxing Promotions,https://www.tapology.com/fightcenter/promotions/3254-billy-hussein-boxing-promotions-bhbp,0.68139
b5971002-0e0b-5375-9f46-9d82574d22db,597,Bison Fighting Championship,https://www.tapology.com/fightcenter/promotions/597-bison-fighting-championship-bfc,0.724413
34de7026-72a9-53c8-8b1d-f11c1eb54dee,306,Bitetti Combat,https://www.tapology.com/fightcenter/promotions/306-bitetti-combat-bc,0.69922
d238ac39-1022-50e0-97f3-14da730d4acc,1793,Bitetti Fight Championship,https://www.tapology.com/fightcenter/promotions/1793-bitetti-fight-championship-bfc,0.694899
a76dd0ef-8781-5c22-b5bd-005a0db9c393,3043,Bizon Fight Championship,https://www.tapology.com/fightcenter/promotions/3043-bizon-fight-championship-bfc,0.72615
b5a6a316-c9f8-5d2d-ad41-39742a65ad83,1704,Bizzarro Promotions,https://www.tapology.com/fightcenter/promotions/1704-bizarro-promotions-bp,0.71909
ee978fcd-e788-5786-b8bc-45eb80876500,674,BlacKOut Fighting Championship,https://www.tapology.com/fightcenter/promotions/674-blackout-fighting-championship-bfc,0.689005
52185857-1548-5b7d-8663-5476e611f9e7,1435,Black Cage Tournament,https://www.tapology.com/fightcenter/promotions/1435-black-cage-tournament-bct,0.662869
50758892-4e5e-5b12-867d-69c268baee9f,2706,Black Country Combat Association,https://www.tapology.com/fightcenter/promotions/2706-black-country-combat-association-bcca,0.730348
4820fa5d-6d83-50ec-8de3-2c4105159402,1273,Black Diamond Beatdown,https://www.tapology.com/fightcenter/promotions/1273-black-diamond-beatdown-bdb,0.72709
74b54dab-9e9f-50fe-8626-40041e5da72f,1002,Black Dragon,https://www.tapology.com/fightcenter/promotions/1002-black-dragon-bdmma,0.674693
489cff7e-256c-54d5-8aa8-76d96c51ec4e,54,Black Eye Promotions,https://www.tapology.com/fightcenter/promotions/54-black-eye-promotions-bep,0.660779
d3096692-4db9-5c96-8151-a44f1c8ba54d,2805,Black Flash Promotions,https://www.tapology.com/fightcenter/promotions/2805-black-flash-promotions-bfp,0.690885
72778cf7-b766-595f-a3b0-7050bad3221d,299,Black Gold Promotions,https://www.tapology.com/fightcenter/promotions/299-black-gold-promotions-bgp,0.730183
ec806528-acaa-5b90-92ae-4d666e9f8295,3366,Black Kobra Promotions,https://www.tapology.com/fightcenter/promotions/3366-black-kobra-promotions-bkp,0.697605
dd384d49-d77b-5a56-98d0-ecc04afc06a7,4096,Black Out Fights,https://www.tapology.com/fightcenter/promotions/4096-black-out-fights-bof,0.739497
b3a77d91-305d-5ac8-a3b8-3d621ae36878,4074,Black Sheep Boxing Promotions,https://www.tapology.com/fightcenter/promotions/4074-black-sheep-boxing-promotions-bsbp,0.724297
92d89f05-d27a-5810-827c-2cb03a9cba74,3751,Black Wolves Fight Club Wiesbaden,https://www.tapology.com/fightcenter/promotions/3751-black-wolves-fight-club-wiesbaden-bwfc,0.699751
3ba67357-c418-59f4-9c09-eb808e41d763,2206,Blackout Fight Championship,https://www.tapology.com/fightcenter/promotions/2206-blackout-fight-championship-bfc,0.715465
25f3d287-273f-500b-9ffb-b67334128b59,3076,Blacksmith Fighting Championship,https://www.tapology.com/fightcenter/promotions/3076-blacksmith-fighting-championship-bfc,0.665241
f4271066-161c-545d-b5b1-fc825cb6ed2c,1872,Blaze Fighting Championship,https://www.tapology.com/fightcenter/promotions/1872-blaze-fighting-championship-bfc,0.714887
71b0a594-b3de-58e5-aa16-4748896a3b9a,1766,Blockbuster MMA,https://www.tapology.com/fightcenter/promotions/1766-blockbuster-mma-bbmma,0.715765
f5c0c3b5-45c9-5618-8d95-f6b5889324f6,4111,Blood Fight League,https://www.tapology.com/fightcenter/promotions/4111-blood-fight-league-bfl,0.708457
73da1224-b865-52c6-8349-c532755d97a8,3146,Blood Fight Night,https://www.tapology.com/fightcenter/promotions/3146-blood-fight-night-bfn,0.678416
8e283607-3072-5c3f-ae1f-b079723ebc55,4939,Bloodline Fight Series,https://www.tapology.com/fightcenter/promotions/4939-bloodline-fight-series-bfs,0.710371
54ddeddd-613f-5db2-b34d-5f886ed53b08,1685,Bloodline MMA,https://www.tapology.com/fightcenter/promotions/1685-bloodline-mma-bmma,0.691848
18d4bdc0-2498-59e8-abe6-79f7829c153c,986,Blue Dog Gym,https://www.tapology.com/fightcenter/promotions/986-blue-dog-gym-bdg,0.714868
6beea925-2ec9-5a1b-be43-cf52cf62b9f2,468,Bluegrass Brawl,https://www.tapology.com/fightcenter/promotions/468-bluegrass-brawl-bb,0.727036
2c4f04a2-3138-5f9b-b7ad-b107ef09cf20,939,Blufight,https://www.tapology.com/fightcenter/promotions/939-blufight-bf,0.666922
793090d9-5092-5dc2-bb11-d1d0f259cd16,4248,Blvck Box Global,https://www.tapology.com/fightcenter/promotions/4248-blvck-box-global-bbg,0.705652
4f14763c-fae7-5a95-bd0a-53dbf83a80a2,220,Bobish's Ultimate Cage Battles,https://www.tapology.com/fightcenter/promotions/220-bobishs-ultimate-cage-battles-bucb,0.67302
87745e2e-d4c8-5459-9e80-4224d86a661b,2452,Bodog Fight,https://www.tapology.com/fightcenter/promotions/2452-bodog-fight-bf,0.673816
